isbn_13,isbn_10,orig_title,orig_publication_yr,language_code
9.78045E+12,450610098,Nightmares & Dreamscapes ,1993,eng
9.78039E+12,385341679,Shadowfever,2011,eng
9.78039E+12,385517831,The Associate,2009,eng
9.78055E+12,547887205,"Son (The Giver, #4)",2012,eng
,,Blood Song,2011,eng
9.7808E+12,802720854,Rules of Attraction,2010,eng
9.7816E+12,1595406557,The Merry Adventures of Robin Hood,1883,eng
9.78068E+12,679781498,Less Than Zero,1985,eng
9.78039E+12,393065782,The Book of Negroes,2007,eng
9.78081E+12,812972147,كِتَاب أَلْف لَيْلَة وَلَيْلَة‎‎ [kitāb ʾalf layla wa-layla],800,eng
9.78067E+12,670021873,Faithful Place,2010,eng
9.7808E+12,802122558,Euphoria,2014,eng
9.78006E+12,60090383,Rachel's Holiday,1997,eng
9.78059E+12,586008357,The Caves of Steel,1954,eng
9.7801E+12,99448769,"ダンス・ダンス・ダンス [Dansu, dansu, dansu]",1988,eng
9.78038E+12,380709244,The Mouse and the Motorcycle,1965,eng
9.78058E+12,575090855,The Forest of Hands and Teeth,2009,eng
9.78074E+12,736693416,The Elfstones Of Shannara,1982,eng
9.78038E+12,375866590,Dash & Lily's Book of Dares,2010,eng
9.78032E+12,316074314,The Luminaries,2013,eng
9.78006E+12,60244054,,1991,eng
9.78055E+12,553588257,Velocity,2005,eng
9.78032E+12,316779423,Barrel Fever: Stories and Essays,1994,eng
9.78055E+12,552152951,Reaper Man,1991,eng
9.78158E+12,1581345275,Piercing the Darkness,1989,eng
9.78038E+12,038000321X,Alive: The Story of the Andes Survivors,1974,eng
9.78014E+12,143037749,On Beauty,2005,eng
9.78045E+12,446691097,Battlefield of the Mind: Winning the Battle in Your Mind,1995,eng
9.78075E+12,749932775,Dance Upon The Air,2001,eng
9.78035E+12,345335708,Castle of Wizardry,1984,eng
9.78045E+12,451233166,"Lover Avenged, part two",2011,eng
9.78995E+12,,أحببتك أكثر مما ينبغى,2010,ara
9.7814E+12,1401323820,Heat Wave,2008,eng
,,kindle paperwhite user's guide 2nd edition,2011,eng
9.78035E+12,345469011,A Widow for One Year,1998,eng
9.78001E+12,7157150,Out of the Silent Planet,1938,eng
9.78014E+12,142404128,"Charlie and the Great Glass Elevator: The Further Adventures of Charlie Bucket and Willy Wonka, Chocolate-Maker Extraordinaire",1972,eng
9.78006E+12,60266864,If You Give a Pig a Pancake ,1998,eng
9.78068E+12,684853159,The Wasp Factory,1984,eng
9.7814E+12,140006788X,Night Film,2013,eng
9.78081E+12,080509329X,,2011,eng
9.78039E+12,385536976,Crazy Rich Asians,2013,eng
9.78039E+12,385733410,Rebel Angels,2005,eng
9.78039E+12,038533916X,Bloodfever,2007,eng
9.78039E+12,385341636,Faefever,2008,eng
,,My Sister's Grave,2014,eng
9.78159E+12,1593070942,Hellboy: Seed of Destruction,1994,eng
,,The Evolution of Mara Dyer,2012,eng
9.78142E+12,1423160916,The Sword of Summer,2015,eng
9.78014E+12,140439242,"Le Vicomte de Bragelonne, ou Dix ans plus tard",1850,eng
9.78014E+12,143039989,The Haunting οf Hill House,1959,eng
9.78068E+12,684856476,The Rum Diary,1998,eng
9.78006E+12,60885432,Little Town on the Prairie,1941,eng
9.78191E+12,1905654871,Destined,2011,eng
9.78031E+12,312383282,Finger Lickin' Fifteen,2009,eng
9.78006E+12,61177598,Women,1978,eng
9.78045E+12,451200810,North and South,1982,eng
9.78044E+12,044101819X,Silver Borne,2010,eng
9.78075E+12,752858491,The Bourne Ultimatum,1990,eng
9.78001E+12,6486010,Fool's Errand,2001,eng
9.7804E+12,399167838,The Young Elites,2014,eng
9.78052E+12,515126772,Jewels of the Sun,1999,eng
9.78014E+12,140449337,Τὰ εἰς ἑαυτόν ,180,eng
9.78079E+12,078684907X,Peter and the Starcatchers,2004,eng
9.78014E+12,143036556,Collapse: How Societies Chose to Fail or Succeed,2004,eng
9.78068E+12,679735909,Possession,1990,eng
9.78142E+12,1423102282,Revelations,2008,eng
9.78043E+12,425143325,Without Remorse,1993,eng
9.78157E+12,1566195764,Die Traumdeutung,1899,eng
9.78067E+12,671685635,Ghost Story,1979,eng
9.78006E+12,64410153,The Penultimate Peril,2005,eng
9.78077E+12,076790382X,Notes from a Big Country,1998,eng
9.78006E+12,64410161,The End,2006,eng
9.78014E+12,143035746,The Liars' Club: A Memoir,1995,eng
9.78194E+12,193700788X,Dead Ever After,2013,eng
9.78001E+12,000712774X,The Illustrated Man,1951,eng
,,Naked,2010,eng
9.78037E+12,374104093,Annihilation,2014,eng
,,Breathe,2011,eng
9.78006E+12,60775823,The Runaway Bunny,1942,eng
9.78055E+12,553805371,The Grand Design,2010,eng
9.78039E+12,385517238,The Innocent Man,2006,eng
9.78045E+12,452277752,The Bachman Books,1985,eng
9.78081E+12,812551494,Soul of the Fire,1999,eng
9.78159E+12,1590514637,Das Herzenhören,2002,eng
9.78186E+12,1857231384,Consider Phlebas,1987,eng
9.78067E+12,671646788,The Magic of Thinking Big,1959,eng
9.78035E+12,345434803,The Vampire Armand,1998,eng
,,"Forever Too Far (Too Far, #3)",2013,eng
9.78001E+12,6479901,A Storm of Swords: Part 1 Steel and Snow,2000,eng
9.78014E+12,140382623,Le avventure di Pinocchio,1883,eng
9.78055E+12,054762834X,Grave Mercy,2012,eng
9.7808E+12,802131786,Tropic of Cancer,1934,eng
9.78006E+12,60393491,The Hour I First Believed,2007,eng
9.78006E+12,61997811,Harry Potter: Film Wizardry,2010,eng
9.7816E+12,1600964338,Смерть Ивана Ильича,1886,eng
9.78014E+12,142000701,Travels with Charley: In Search of America,1962,eng
9.78145E+12,145161747X,The Dovekeepers,2011,eng
9.78055E+12,553804693,The Republic of Thieves,2013,eng
9.7819E+12,1903434777,Herr der Diebe,2000,eng
9.78144E+12,1444778536,World After,2013,eng
9.78055E+12,553804804,Brother Odd,2006,eng
9.78045E+12,451208641,Black Like Me,1960,eng
9.78039E+12,385517882,Snuff,2008,eng
9.78045E+12,446692654,Jack & Jill,1996,eng
9.7814E+12,1400076196,Saturday,2005,eng
9.78035E+12,345466608,When the Bough Breaks,1985,eng
9.78045E+12,446364495,The Bridges of Madison County,1992,eng
9.78059E+12,593057058,Gone Tomorrow,2009,eng
9.78039E+12,385735294,The Sorceress,2009,eng
9.78081E+12,805090037,Bring Up the Bodies,2012,eng
9.78055E+12,545060397,The Maze of Bones ,2008,eng
9.78003E+12,28610105,How to Cook Everything: Simple Recipes for Great Food,1998,eng
9.78032E+12,316003727,"The Twilight Collection (Twilight, #1-3)",2007,eng
9.78049E+12,486234118,Über das Geistige in der Kunst,1912,eng
9.78074E+12,743453255,Forrest Gump,1986,eng
9.78068E+12,679720227,La Chute,1956,eng
9.78184E+12,1842430246,Even Cowgirls Get the Blues,1976,eng
9.78038E+12,375757856,The Moonstone,1868,eng
9.78009E+12,,Se una notte d'inverno un viaggiatore,1979,eng
9.78022E+12,224081187,On Chesil Beach,2007,eng
9.78075E+12,751530484,Point of Origin,1998,eng
9.78062E+12,618062416,"Sarah, Plain and Tall",1985,eng
,,عزازيل,2008,ara
9.78006E+12,60735414,Bloodsucking Fiends,1995,eng
9.78159E+12,159285849X,The Gifts of Imperfection,2010,eng
9.78142E+12,1423102266,The Van Alen Legacy ,2009,eng
9.78067E+12,670175919,Blueberries for Sal,1948,eng
,,Losing Hope,2013,eng
9.78074E+12,743289412,Lisey's Story,2006,eng
9.78145E+12,1451695195,Proof of Heaven: A Neurosurgeon's Journey Into the Afterlife,2012,eng
9.78006E+12,61092193,Men at Arms,1993,eng
9.78074E+12,743291476,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible As Literally As Possible,2007,eng
9.78055E+12,553381660,The Valley of Horses,1982,eng
9.78053E+12,525953485,Six Years,2013,eng
9.78019E+12,192750976,Ramona the Pest,1968,eng
9.78142E+12,1416974512,"Night World, No. 2",2008,eng
9.78038E+12,375713344,Geek Love,1989,eng
9.78016E+12,015602764X,,-401,eng
9.78016E+12,156004801,All the King’s Men,1946,eng
9.78055E+12,553375938,Girls in Pants: The Third Summer of the Sisterhood,2005,eng
9.78053E+12,525950125,The Woods,2007,eng
9.78184E+12,1841492612,New Spring,2004,eng
9.7815E+12,1501115065,Min mormor hälsar och säger förlåt,2013,eng
9.78142E+12,141659518X,American Assassin,2010,eng
9.78159E+12,1592407331,"Daring Greatly : How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",2012,eng
9.78032E+12,316243914,Burial Rites,2013,eng
9.78157E+12,1573229725,Fingersmith,2002,eng
9.78068E+12,679731148,A Year in Provence,1989,eng
9.78076E+12,763625892,The Miraculous Journey of Edward Tulane,2000,eng
9.78067E+12,670022802,The Last Letter From Your Lover,2008,eng
9.78035E+12,345298349,Gorky Park,1981,eng
9.78044E+12,439771277,Out of the Dust,1997,eng
9.78006E+12,60851988,Queen of Babble,2006,eng
9.78142E+12,1419705849,The Third Wheel,2012,eng
9.78141E+12,1405258217,Code Name Verity,2012,eng
9.78142E+12,1416903542," Burned (Burned, #1)",2006,eng
9.78001E+12,6472613,Master of the Game,1982,eng
9.78043E+12,425201449,The Body Farm,1994,eng
9.78006E+12,60845546,The Boy Next Door (Boy #1),2002,eng
9.78014E+12,141026286,Shūtur eli sharrī,-1750,eng
9.78006E+12,61345660,The Luxe,2007,eng
9.78072E+12,072325804X,The Complete Tales of Beatrix Potter,1986,eng
9.7801E+12,99771810,American Pastoral,1997,eng
9.78159E+12,1594634718,Big Magic: Creative Living Beyond Fear,2015,eng
9.78045E+12,451464397,Skin Game,2014,eng
,,القرآن‎‎ [al-Qurʾān],609,ara
9.78037E+12,373772467,The Darkest Night,2008,eng
9.78006E+12,61474096,Anathem,2008,eng
9.78006E+12,60852577,The Lacuna,2009,eng
9.78055E+12,552154288,Hogfather,1996,eng
9.78035E+12,345435168,Open House,2000,eng
9.78145E+12,1451661509,The Silver Star,2013,eng
9.78055E+12,552992097,The Hotel New Hampshire,1981,eng
9.78043E+12,425204669,The Laughing Corpse,1994,eng
9.78052E+12,051513628X,"Key of Light (Key Trilogy, #1)",2003,eng
9.78142E+12,1416950052,Identical,2008,eng
9.78031E+12,307932230,Smokin' Seventeen,2011,eng
9.78001E+12,7158505,The Sneetches and Other Stories,1961,eng
9.78352E+12,3518367064,Demian: Die Geschichte einer Jugend,1919,ger
9.78039E+12,385333471,"God Bless You, Mr Rosewater or Pearls before Swine",1965,eng
9.78142E+12,1421505851,スキップ・ビート! 1 ,2002,eng
,,The Dark Knight Returns,1986,eng
9.78044E+12,439249546,Harry Potter Boxed Set Books 1-4,1999,eng
9.7816E+12,1597801577,The Windup Girl,2009,eng
9.78014E+12,140436065,,1954,eng
9.78053E+12,525425632,Isla and the Happily Ever After,2014,eng
9.78044E+12,441014895,Magic Bites,2007,eng
,,This Man Confessed,2013,eng
9.7814E+12,1400096278,Suite française ,2004,fr
9.78014E+12,140446745,The Letters of Vincent van Gogh,1914,eng
9.78006E+12,61020672,Sourcery,1988,eng
9.78193E+12,1932664122,"Scott Pilgrim, Volume 2: Scott Pilgrim vs. The World",2005,eng
9.7814E+12,1401204252,Batman: Arkham Asylum - A Serious House on Serious Earth,1989,eng
9.78144E+12,144242673X,P.S. I Still Love You,2015,eng
9.78146E+12,1455559822,Memory Man,2015,eng
9.78157E+12,156512569X,Mudbound,2008,eng
9.78087E+12,871137380,Black Hawk Down,1999,eng
9.78077E+12,765376458,A Darker Shade of Magic,2015,eng
9.78039E+12,385513534,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,2009,eng
9.78039E+12,385743580,Firefight,2015,eng
9.78184E+12,1841493139,The Magicians' Guild,2001,eng
9.78039E+12,385905165,The Necromancer: The Secrets of The Immortal Nicholas Flamel,2010,eng
9.78039E+12,385340583,61 Hours,2010,eng
9.78044E+12,439324599,Cut,2000,eng
9.78022E+12,224064908,George's Marvellous Medicine,1981,eng
9.7814E+12,1400033837,A Thousand Acres,1991,eng
9.78081E+12,805080481,The Book of Three,1964,eng
9.78044E+12,441016154,Cry Wolf,2008,eng
9.78069E+12,689829531,Olivia,2000,eng
9.78038E+12,375705856,Plainsong,1999,eng
9.78156E+12,1560974273,Ghost World,1998,eng
9.78125E+12,1250006325,Torn,2010,eng
9.78045E+12,451529693,Отцы и дѣти,1862,eng
9.78088E+12,884271781,The Goal,1984,eng
9.78067E+12,670021040,Caleb's Crossing,2011,eng
9.78006E+12,61284394,Evernight,2008,eng
9.78039E+12,385340559,Bad Luck and Trouble,2007,eng
9.78045E+12,452286530,The Jane Austen Book Club,2004,eng
9.78039E+12,385539703,The Children Act,2014,eng
9.78074E+12,739377728,Sizzling Sixteen,2009,eng
9.78184E+12,1841499900,Caliban's War,2012,eng
9.78145E+12,1452440026,Barely Breathing,2012,eng
9.78015E+12,147712556,Ἰλιάς ; Ὀδύσσεια,-762,eng
9.78156E+12,1563893304,Kingdom Come,1996,eng
9.78006E+12,61120669,Papillon ,1969,eng
9.78157E+12,1573227889,Tipping the Velvet,1998,eng
9.78032E+12,031620157X,"The Wishing Spell (The Land of Stories, #1)",2012,eng
9.7814E+12,1400063973,The 19th Wife,2008,eng
9.78006E+12,64407314,Monster,1999,eng
9.78035E+12,345529057,,2011,eng
9.78074E+12,743493915,Body of Evidence ,1991,eng
9.78006E+12,60887370,Perfect,2007,eng
9.78194E+12,1939045010,The Secret of Ella and Micha,2012,eng
9.78035E+12,345522478,Hounded,2011,eng
9.78074E+12,743211375,From a Buick 8,2002,eng
9.78055E+12,553560735,Red Mars,1993,eng
9.78156E+12,1558611584,The Yellow Wall-paper. A story,1892,eng
9.78052E+12,515121843,Sea Swept,1998,eng
9.78032E+12,031607991X,The Blinding Knife,2012,eng
9.78144E+12,1442435003,Since You've Been Gone,2014,eng
9.78045E+12,446573647,,2010,eng
9.7804E+12,399244565,The Icebound Land,2005,eng
9.78006E+12,61240850,Anybody Out There?,2006,eng
9.7808E+12,804139296,"Zero to One: Notes on Start Ups, or How to Build the Future",2014,eng
9.78162E+12,1619636077,Empire of Storms,2016,eng
9.78159E+12,1593080336,,1843,eng
9.7808E+12,804188971,What Do You Do?,2014,eng
9.78038E+12,380789027,Smoke and Mirrors: Short Fiction and Illusions,1998,eng
9.78039E+12,385333501,Welcome to the Monkey House,1968,eng
9.78067E+12,671869205,Truman,1992,eng
9.78014E+12,143034758,Alexander Hamilton,2004,eng
9.78081E+12,807218731,The Cat in the Hat and Other Dr. Seuss Favorites,2003,eng
9.78014E+12,140448071,Мёртвые ду́ши,1842,eng
,,The Deal,2015,eng
9.78006E+12,62392174,The Crown,2016,eng
9.78031E+12,312367481,Tikki Tikki Tembo,1968,eng
9.78142E+12,1416974504,"Night World, No. 1",2008,eng
9.78145E+12,1451533969,"Love Unscripted (Love, #1)",2010,eng
9.78045E+12,446608815,Pop Goes the Weasel,1999,eng
,,Bully,2013,eng
9.7808E+12,802136834,The Six Wives of Henry VIII,1980,eng
9.78014E+12,140185852,Мы,1924,eng
9.78057E+12,571171788,Pigs in Heaven,1993,eng
9.78077E+12,765354063,The Ghost Brigades,2006,eng
9.78074E+12,074326195X,"Cry, The Beloved Country",1948,eng
,,Faeries,1978,eng
9.78006E+12,60987529,Confessions of an Ugly Stepsister,1999,eng
9.78343E+12,3426615355,How to Be Good,2001,eng
9.78144E+12,1442468351,Lady Midnight,2016,eng
9.78191E+12,1905294719,Tintentod,2007,eng
9.78055E+12,553293389,Foundation's Edge,1982,eng
9.78049E+12,486452433,Jude the Obscure,1895,eng
9.78035E+12,345335651,Queen of Sorcery,1982,eng
9.78037E+12,374529531,The Lottery: Adventures of the Demon Lover,1949,eng
9.78055E+12,545060508,,2010,eng
9.78006E+12,61668036,Wings ,2009,eng
9.78032E+12,316910333,Gossip Girl,2002,eng
9.78055E+12,553271989,The Odessa File,1972,eng
9.7814E+12,1400067685,The Burgess Boys,2013,eng
,,קיצור תולדות האנושות‎‎,2011,eng
9.7813E+12,,Down to You,2013,eng
9.78052E+12,517053616,The Complete Works,1623,eng
9.78006E+12,61054887,The Dispossessed,1974,eng
9.7814E+12,1400031575,Mördare utan ansikte,1991,eng
9.78039E+12,385528043,The Confession,2010,eng
9.78043E+12,425192032,Lightning,1988,eng
9.78157E+12,1570425779,Cat & Mouse,1997,eng
9.78014E+12,142408808,Superfudge,1980,eng
9.78074E+12,735221081,The Couple Next Door,2016,eng
9.78006E+12,61996181,Hallowed,2012,eng
9.78032E+12,031624662X,Ancillary Justice,2013,eng
9.78077E+12,765340747,The Pillars of Creation,2001,eng
9.78162E+12,1616149981,The Life We Bury,2014,eng
9.7816E+12,1595547169,Fireproof,2008,eng
9.78014E+12,140273344,The Eagle Has Landed,1975,eng
9.78043E+12,425201376,The Lunatic Cafe,1996,eng
9.78098E+12,978970764,John Dies at the End,2007,eng
9.78035E+12,345409469,The Demon-Haunted World: Science as a Candle in the Dark,1995,eng
9.78191E+12,1906427135,Stolen: A Letter to My Captor,2009,eng
,,Solaris,1961,eng
9.78157E+12,1573225126,Prozac Nation,1994,eng
9.78081E+12,080508049X,The Black Cauldron,1965,eng
9.78053E+12,525949690,This Is Your Brain on Music: The Science of a Human Obsession,2006,eng
9.78006E+12,62294377,The First Phone Call from Heaven,2013,eng
9.78031E+12,031242681X,Possible Side Effects,2006,eng
9.7814E+12,1400065755,Still Life with Bread Crumbs,2014,eng
9.78158E+12,1579126243,The ABC Murders,1936,eng
9.78031E+12,310902711,Holy Bible: New International Version,1909,eng
9.78045E+12,451235843,Lover Reborn,2012,eng
9.78038E+12,380800829,The Duke and I,2000,eng
9.78079E+12,786930705,Dragons of Spring Dawning,1985,eng
9.78038E+12,375508333,A Raisin in the Sun,1959,eng
9.78043E+12,425184226,The Sum of All Fears,1991,eng
9.78161E+12,1607066920,"Saga, Volume Two",2013,eng
9.78044E+12,440241014,The Enemy,2004,eng
9.78038E+12,375701214,Le Scaphandre et le Papillon,1997,eng
9.78081E+12,805096663,Killing Kennedy: The End of Camelot,2012,eng
9.78077E+12,076791936X,The Life and Times of The Thunderbolt Kid: A Memoir,2006,eng
9.78031E+12,312595670,Still Missing,2010,eng
9.78001E+12,6551815,'Tis: A Memoir,1999,eng
9.7814E+12,1400032059,1491: New Revelations of the Americas Before Columbus,2005,eng
9.78125E+12,1250060559,Fairest,2015,eng
9.78068E+12,679763309,An Unquiet Mind: A Memoir of Moods and Madness,1995,eng
9.78159E+12,1591451884,,2004,eng
9.78045E+12,451218590,Who's Afraid of Virginia Woolf?,1962,eng
9.78016E+12,015603297X,Il pendolo di Foucault,1988,eng
9.78159E+12,1594831114,The 5th Horseman,2006,eng
9.78033E+12,330493744,Kushiel's Dart,2001,eng
9.7816E+12,1595551387,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",2009,eng
9.78035E+12,345527712,Explosive Eighteen,2011,eng
9.78006E+12,61449091,Lies,2010,eng
9.78088E+12,875093663,Pursuit of God,1948,eng
9.78037E+12,373210361,The Iron Knight,2011,eng
9.78014E+12,142004332,Maisie Dobbs,2003,eng
9.78059E+12,586217835,Magician,1982,eng
9.78039E+12,385729367,Forever in Blue: The Fourth Summer of the Sisterhood,2007,eng
9.78055E+12,552153257,Feet of Clay,1996,eng
9.78031E+12,307594777,"Män som hatar kvinnor, Flickan som lekte med elden, Luftslottet som sprängdes",2005,eng
,,The Butterfly Garden,2016,eng
9.78184E+12,1842430343,Skinny Legs and All,1990,eng
9.78006E+12,61583219,Destined for an Early Grave,2009,eng
,,In Flight,2012,eng
9.78032E+12,316159794,Cross,2006,eng
9.78006E+12,64472779,All-American Girl,2002,eng
9.78038E+12,380713802,Neither Here Nor There: Travels in Europe,1991,eng
9.78038E+12,375832998,Boy Meets Boy,2003,eng
9.78006E+12,61941026,We Are Water,2013,eng
9.78032E+12,316002895,Max ,2009,eng
9.78031E+12,312656262,Halo,2010,eng
9.7808E+12,802142818,The Inheritance of Loss,2006,eng
9.78059E+12,586066888,A Darkness at Sethanon ,1986,eng
9.78081E+12,812969901,Die Leiden des jungen Werthers,1774,eng
9.78006E+12,61583073,At Grave's End,2008,eng
9.78038E+12,375758992,Don't Let's Go to the Dogs Tonight: An African Childhood,2001,eng
9.78006E+12,64404773,Beauty: A Retelling of the Story of Beauty and the Beast,1978,eng
9.78032E+12,316069906,Eating Animals,2009,eng
9.78006E+12,60577363,Flyte,2006,eng
9.78614E+12,6140105234,ساق البامبو [Saq al-Bambu],2012,ara
9.78006E+12,62026488,The Girl of Fire and Thorns,2011,eng
9.78031E+12,312650086,Enclave,2011,eng
9.7808E+12,802714625,Longitude,1995,eng
9.78075E+12,751530492,Unnatural Exposure,1997,eng
9.78055E+12,553213482,Faust. Eine Tragödie,1808,eng
9.78068E+12,684818868,Lies My Teacher Told Me : Everything Your American History Textbook Got Wrong,1995,eng
9.78055E+12,553582461,Fool's Fate,2003,eng
9.7816E+12,1600102379,Welcome to Lovecraft,2008,eng
9.78045E+12,446363251,Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind,1991,eng
9.78043E+12,425205673,Bloody Bones,1996,eng
9.78068E+12,684843781,This Side of Paradise,1920,eng
9.78067E+12,670023329,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West ,2012,eng
9.78006E+12,006057299X,Every Which Way But Dead,2005,eng
9.7814E+12,1400068320,Eligible,2016,eng
9.78039E+12,039333712X,Seven Days in the Art World,2008,eng
9.78001E+12,7246226,The Children of Húrin,2007,eng
9.78079E+12,785289089,The Total Money Makeover: A Proven Plan for Financial Fitness,2003,eng
